"","FID_bog","Geo_group","PLANT_COMM","SOURCE","AREA","PERIMETER","HECTARES","ALPINE_EVC","SHRUBBY","AreaBurnt_0","AreaBurnt_3","AreaBurnt_4","AreaBurnt_2","AreaBurnt_1","AreaBurnt_5","AreaMultiBurnt","PropMultiBurnt","MultiBurntBinary","TimesBurnt","Mean_elevation","Mean_slope","Exposure (5 = Lower; 6 = Higher)","Mean_annual_min_temp","Mean_annual_max_temp","Mean_annual_rainfall","Shape_Area","Aspect","ASPN","Exposure","PA_Ratio","PropTree","PropTreeBuffer","rain.anom.2019"
"1","0","Baw Baw","Treeless Sub-alpine Vegetation","Tolsma edits",47558.264927387,1595.21754083719,4.7558264927387,"Treeless Sub-alpine Vegetation","tall",47558.2699177345,0,0,0,0,0,0,0,0,0,1050,3,5,5,14,1375,3534.37556995747,314,46,"5",0.0335423830804762,1,0.999981941833672,16.806640625
"2","1","Baw Baw","Treeless Sub-alpine Vegetation","Tolsma edits",40311.8285781,1510.21983849105,4.03118285781,"Treeless Sub-alpine Vegetation","tall",40311.834994771,0,0,0,0,0,0,0,0,0,1036,14,5,5,14,1389.5,913.333355879768,224,136,"5",0.0374634416686198,1,0.999984100689293,17.0956077575684
"3","2","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",11453.235340426,658.59384790684,1.1453235340426,"Alpine Peatland","moderate",11453.2372070225,0,0,0,0,0,0,0,0,0,1334,6,5,4,13,1367,1857.73625989227,0,0,"5",0.0575028652019599,1,0.99999411241706,16.806640625
"4","3","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",8921.400293887,438.85435433539,0.8921400293887,"Wet Alpine Heathland","tall",8921.39915312893,0,0,0,0,0,0,0,0,0,1302,11,5,4,13,1367,533.25012388404,44,44,"5",0.0491911964353954,1,0.99999497030789,16.806640625
"5","4","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",3334.827449456,268.57715464277,0.3334827449456,"Alpine Peatland","moderate",3334.82908109281,0,0,0,0,0,0,0,0,0,1273,8,5,4,13,1367,272.156712039593,283,77,"5",0.0805370468827651,1,0.999997894563365,16.806640625
"6","5","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",12756.397681504,845.87629844424,1.2756397681504,"Alpine Peatland","moderate",12756.3968130022,0,0,0,0,0,0,0,0,0,1321,9,5,4,13,1367,1022.75161069545,359,1,"5",0.0663099661490414,1,0.999993762228863,16.806640625
"7","6","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",15292.026561484,1094.4820086319,1.5292026561484,"Wet Alpine Heathland","tall",15292.0247980229,0,0,0,0,0,0,0,0,0,1269,9,5,4,13,1367,421.752623533516,224,136,"5",0.071572070858716,1,0.999992933045551,16.806640625
"8","7","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",9049.434881856,458.19681303108,0.9049434881856,"Alpine Peatland","moderate",9049.43369687622,0,0,0,0,0,0,0,0,0,1341,7,5,4,13,1367,310.080424006402,0,0,"5",0.0506326438073784,1,0.999994752108538,16.806640625
"9","8","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",57316.054329991,2353.93030674338,5.7316054329991,"Alpine Peatland","moderate",57316.052302466,0,0,0,0,0,0,0,0,0,1315,7,5,4,13,1367,1947.76019068123,0,0,"5",0.0410693013372986,1,0.999979273213365,16.806640625
"10","9","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",13374.206152771,766.12725363162,1.3374206152771,"Alpine Peatland","moderate",13374.204847106,0,0,0,0,0,0,0,0,0,1286,6,5,4,13,1367,1227.48722794314,314,46,"5",0.057283942305083,1,0.999993371997199,16.806640625
"11","10","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3140.188616976,323.77582261726,0.3140188616976,"Wet Alpine Heathland","tall",3140.18820015399,0,0,0,0,0,0,0,0,0,1366,7,5,4,13,1367,220.592538196152,359,1,"5",0.103107125752547,1,0.999998129743038,16.806640625
"12","11","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",5164.560845852,371.65593884541,0.5164560845852,"Wet Alpine Heathland","tall",5164.56074592049,0,0,0,0,0,0,0,0,0,1343,7,5,4,13,1367,487.946218471209,269,91,"5",0.0719627379632697,1,0.999996950809562,16.806640625
"13","12","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",3876.293591946,293.73861059917,0.3876293591946,"Alpine Peatland","moderate",3876.29450622713,0,0,0,0,0,0,0,0,0,1332,7,5,4,13,1367,342.242200144813,359,1,"5",0.0757782153574455,1,0.999997630288829,16.806640625
"14","13","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",9710.2389853,535.10976981386,0.97102389853,"Alpine Peatland","moderate",9710.24347869041,0,0,0,0,0,0,0,0,0,1406,8,5,4,12,1367,826.010242290042,314,46,"5",0.0551077857737533,1,0.999994613254738,16.806640625
"15","14","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",2395.530138105,196.0184415306,0.2395530138105,"Alpine Peatland","moderate",2395.52981662607,0,0,0,0,0,0,0,0,0,1424,8,5,4,12,1367,524.262360888727,25,25,"5",0.0818267482477435,1,0.999998429552628,16.806640625
"16","15","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",16630.639097527,897.12614289663,1.6630639097527,"Wet Alpine Heathland","tall",16630.6438695501,0,0,0,0,0,0,0,0,0,1362,13,5,4,12,1367,342.979486437749,134,134,"5",0.0539441772282843,1,0.999992042778088,16.806640625
"17","16","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",2184.757318512,190.350559999,0.2184757318512,"Alpine Peatland","moderate",2184.75774005289,0,0,0,0,0,0,0,0,0,1392,12,5,4,13,1367,273.901128749476,259,101,"5",0.0871266379959512,1,0.999998578097673,16.806640625
"18","17","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3296.695290748,337.20072159389,0.3296695290748,"Wet Alpine Heathland","tall",3296.69540122971,0,0,0,0,0,0,0,0,0,1413,9,5,4,12.5,1367,100.000000111759,280,80,"5",0.102284467278558,1,0.999997947027332,16.806640625
"19","17","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3296.695290748,337.20072159389,0.3296695290748,"Wet Alpine Heathland","tall",3296.69540122971,0,0,0,0,0,0,0,0,0,1413,9,5,4,12.5,1367,100.000000111759,286,74,"5",0.102284467278558,1,0.999997947027332,16.806640625
"20","18","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3028.315888922,234.35242173705,0.3028315888922,"Wet Alpine Heathland","tall",3028.31538400393,0,0,0,0,0,0,0,0,0,1322,9,5,4,12,1367,100.000000186265,66,66,"5",0.077387046243869,1,0.999998062581043,16.806640625
"21","19","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6766.302957267,345.71908024632,0.6766302957267,"Alpine Peatland","moderate",6766.30544775149,0,0,0,0,0,0,0,0,0,1418,7,5,4,12.5,1367,300.000000037253,332,28,"5",0.0510942360148119,1,0.999995868555985,16.806640625
"22","20","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6739.799559943,527.5026155487,0.6739799559943,"Alpine Peatland","moderate",6739.80006970784,0,0,0,0,0,0,0,0,0,1445,8,5,4,12,1367,378.787491354165,224,136,"5",0.0782668105864503,1,0.999996135969973,16.806640625
"23","21","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",38592.651407756,1573.56809649572,3.8592651407756,"Alpine Peatland","moderate",38592.6501776658,0,0,0,0,0,0,0,0,0,1388,11,5,4,12,1367,1024.17880782918,134,134,"5",0.0407737752939016,1,0.99105042330373,16.806640625
"24","22","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",5021.345807992,337.36101933891,0.5021345807992,"Alpine Peatland","moderate",5021.34575658185,0,0,0,0,0,0,0,0,0,1411,6,5,4,13,1367,1086.42050784473,224,136,"5",0.0671853786293636,1,0.999996917812215,16.806640625
"25","23","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1956.311811335,227.8762807811,0.1956311811335,"Wet Alpine Heathland","tall",1956.31296973819,0,0,0,0,0,0,0,0,0,1432,9,5,4,12,1367,175.368978900178,163,163,"5",0.116482597232593,1,0.999998707649611,16.806640625
"26","24","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",9908.071275981,528.5798028828,0.9908071275981,"Alpine Peatland","moderate",9908.07113663883,0,0,0,0,0,0,0,0,0,1419,8,5,4,12,1367,832.330175522099,89,89,"5",0.0533484053717069,1,0.999812664139841,16.806640625
"27","25","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",8518.146797508,464.69222504302,0.8518146797508,"Alpine Peatland","moderate",8518.14601261187,0,0,0,0,0,0,0,0,0,1369,6,5,4,13,1367,699.999999701977,205,155,"5",0.0545532069462535,1,0.999995147545694,16.806640625
"28","26","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2149.417346492,188.09995488127,0.2149417346492,"Wet Alpine Heathland","tall",2149.41704742381,0,0,0,0,0,0,0,0,0,1416,8,5,4,12,1367,579.362981924479,314,46,"5",0.0875120670205171,1,0.9859406426889,16.806640625
"29","27","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6150.194228441,404.94545914773,0.6150194228441,"Alpine Peatland","moderate",6150.19275908092,0,0,0,0,0,0,0,0,0,1370,6,5,4,13,1367,300.000000037253,134,134,"5",0.0658427106700301,1,0.99999642187793,16.806640625
"30","28","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3549.12350902,328.06361329747,0.354912350902,"Wet Alpine Heathland","tall",3549.12301029314,0,0,0,0,0,0,0,0,0,1363,6,5,4,13,1367,392.68007271723,134,134,"5",0.0924351075592904,1,0.999997837049806,16.806640625
"31","29","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",32666.837940957,1110.81367398997,3.2666837940957,"Alpine Peatland","moderate",32666.836250797,0,0,0,0,0,0,0,0,0,1440,2,5,4,12,1367,22344.3941284442,0,0,"5",0.0340043219364448,1,0.989169316673536,16.806640625
"32","30","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",15663.953475084,1065.64374159124,1.5663953475084,"Wet Alpine Heathland","tall",15663.9568846337,0,0,0,0,0,0,0,0,0,1375,16,5,4,12,1367,299.999999888241,93,93,"5",0.0680315951708051,1,0.999992802457636,16.806640625
"33","31","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",18632.828475922,874.02300631124,1.8632828475922,"Alpine Peatland","moderate",18632.8293246744,0,0,0,0,0,0,0,0,0,1356,8,5,4,13,1367,580.82800230821,0,0,"5",0.0469076934530194,1,0.999990888132264,16.806640625
"34","32","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",7084.36099945,502.22601229286,0.708436099945,"Wet Alpine Heathland","tall",7084.3617390437,0,0,0,0,0,0,0,0,0,1394,8,5,4,12,1367,953.977043920997,224,136,"5",0.0708922106498879,0.990507699326182,0.98665977208185,16.806640625
"35","33","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",14137.16940318,702.15263918381,1.413716940318,"Wet Alpine Heathland","tall",14137.1700976627,0,0,0,0,0,0,0,0,0,1370,12,5,4,12.5,1367,1234.89752068077,179,179,"5",0.0496671306086117,1,0.988157308672778,16.806640625
"36","34","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",5021.154840097,291.66941054097,0.5021154840097,"Alpine Peatland","moderate",5021.1542884212,0,0,0,0,0,0,0,0,0,1381,9,5,4,12,1367,336.988095637699,134,134,"5",0.0580881131591105,1,0.985440799042891,16.806640625
"37","35","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2687.080476105,254.88181142872,0.2687080476105,"Wet Alpine Heathland","tall",2687.08104792662,0,0,0,0,0,0,0,0,0,1395,8,5,4,12,1367,1130.26614090665,134,134,"5",0.0948545507643963,1,0.98513139834596,16.806640625
"38","36","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",7259.695704848,462.41336997126,0.7259695704848,"Wet Alpine Heathland","tall",7259.69466988406,0,0,0,0,0,0,0,0,0,1413,13,5,4,12,1367,385.843027477385,115,115,"5",0.0636959713975976,1,0.999995599311092,16.806640625
"39","37","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3468.345858665,298.94852572301,0.3468345858665,"Wet Alpine Heathland","tall",3468.34536397019,0,0,0,0,0,0,0,0,0,1329,5,5,4.5,13,1367,325.513617401107,242,118,"5",0.0861934010923807,1,0.999997858327677,16.806640625
"40","38","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",24819.873926967,1473.91278819258,2.4819873926967,"Wet Alpine Heathland","tall",24819.8783021411,0,0,0,0,0,0,0,0,0,1327,9,5,4,13,1367,1134.41996479602,152,152,"5",0.0593843785238233,1,0.999988790438867,16.806640625
"41","39","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",7572.811781554,450.36337019978,0.7572811781554,"Alpine Peatland","moderate",7572.81070055915,0,0,0,0,0,0,0,0,0,1383,11,5,4,12,1367,399.999999962747,224,136,"5",0.0594710898924999,0.536342248752912,0.989838756739581,16.806640625
"42","40","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",8838.234508008,734.44178606434,0.8838234508008,"Wet Alpine Heathland","tall",8838.23683995251,0,0,0,0,0,0,0,0,0,1327,13,5,4,13,1367,399.999999962747,134,134,"5",0.083098246080582,1,0.999995398582681,16.806640625
"43","41","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",21008.229839846,862.20384406975,2.1008229839846,"Alpine Peatland","moderate",21008.2304609853,0,0,0,0,0,0,0,0,0,1430,6,5,4,12,1367,2737.59954848435,0,0,"5",0.0410412419629197,1,0.988544399406495,16.806640625
"44","42","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3131.984372864,243.39443104232,0.3131984372864,"Wet Alpine Heathland","tall",3131.98392469595,0,0,0,0,0,0,0,0,0,1335,8,5,3,11,1326,199.999999925494,359,1,"5",0.0777125304810354,1,0.999997929018029,15.966796875
"45","43","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",69128.210725337,2906.68594147585,6.9128210725337,"Alpine Peatland","moderate",69128.2116282321,0,0,0,0,0,0,0,0,0,1435,7,5,4,12,1367,5503.3926824968,134,134,"5",0.0420477531672968,1,0.999978610769833,16.806640625
"46","44","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",10232.124985553,651.32329992786,1.0232124985553,"Wet Alpine Heathland","tall",10232.125014631,0,0,0,0,0,0,0,0,0,1363,11,5,4,12,1367,683.389014142126,269,91,"5",0.0636547443319428,1,0.987540430101493,16.806640625
"47","45","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",4765.189543188,362.28925905438,0.4765189543188,"Alpine Peatland","moderate",4765.1888587157,0,0,0,0,0,0,0,0,0,1334,8,5,4,13,1367,769.011773581301,205,155,"5",0.0760282997708422,1,0.999997057695088,16.806640625
"48","46","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",7108.972864673,476.97550893315,0.7108972864673,"Alpine Peatland","moderate",7108.97326643929,0,0,0,0,0,0,0,0,0,1349,6,5,3,10.5,1326,2013.37274511328,44,44,"5",0.0670948557566466,1,0.999995758608804,15.9667978286743
"49","47","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",63882.002853282,2734.12938422926,6.3882002853282,"Alpine Peatland","moderate",63881.9994687161,0,0,0,0,0,0,0,0,0,1405,9,5,4,12,1367,1999.1292174303,0,0,"5",0.0427996816334758,1,0.999978597589354,16.806640625
"50","48","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",11263.287061121,529.83318824788,1.1263287061121,"Alpine Peatland","moderate",11263.2869664413,0,0,0,0,0,0,0,0,0,1439,1,5,4,12,1367,10271.7160266392,0,0,"5",0.0470407249120709,1,0.990582587430183,16.806640625
"51","49","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3332.039190568,280.50250985385,0.3332039190568,"Wet Alpine Heathland","tall",3332.03871051447,0,0,0,0,0,0,0,0,0,1369,12,5,3.6,11,1342.4,319.860855983121,115,115,"5",0.0841834365717751,1,0.999997875918931,15.9958276748657
"52","50","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",5186.112184912,397.76291772851,0.5186112184912,"Wet Alpine Heathland","tall",5186.1114365036,0,0,0,0,0,0,0,0,0,1330,9,5,4,13,1367,300.000000149012,205,155,"5",0.0766977079450238,1,0.999996899547836,16.806640625
"53","51","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1820.585390784,168.08594225254,0.1820585390784,"Wet Alpine Heathland","tall",1820.58437390769,0,0,0,0,0,0,0,0,0,1278,9,5,3,10.5,1326,200,77,77,"5",0.092325217539045,1,0.999998744298456,15.966796875
"54","52","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",5702.323181033,547.42119655183,0.5702323181033,"Wet Alpine Heathland","tall",5702.32155155005,0,0,0,0,0,0,0,0,0,1306,10,5,4,13,1367,397.854890054614,179,179,"5",0.0959996792838147,1,0.999996875997731,16.806640625
"55","53","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",32201.985668644,1194.51116078916,3.2201985668644,"Alpine Peatland","moderate",32201.9894890584,0,0,0,0,0,0,0,0,0,1415,7,5,3,10,1326,1199.99999966472,359,1,"5",0.0370943324141744,1,0.999986102981466,15.966796875
"56","54","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1561.260920666,173.80429710686,0.1561260920666,"Wet Alpine Heathland","tall",1561.26069463152,0,0,0,0,0,0,0,0,0,1309,6,5,5,13,1367,198.958746969506,295,65,"5",0.111323030510953,1,0.999998955657342,16.806640625
"57","55","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",513.689094812,96.98331573798,0.0513689094812,"Wet Alpine Heathland","tall",513.689020485059,0,0,0,0,0,0,0,0,0,1360,10,5,3,10,1326,343.846450648508,89,89,"5",0.188797692451451,1,0.999999614001665,15.966796875
"58","56","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",9286.795355164,699.02368670584,0.9286795355164,"Wet Alpine Heathland","tall",9286.79462921217,0,0,0,0,0,0,0,0,0,1290,8,5,3,10,1326,268.837644180041,115,115,"5",0.075270710721233,1,0.999995043605061,15.966796875
"59","57","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2969.804824822,265.73301658165,0.2969804824822,"Wet Alpine Heathland","tall",2969.80439317946,0,0,0,0,0,0,0,0,0,1372,15,5,3.75,10.5,1346.5,460.52296459669,89,89,"5",0.0894782762694101,1,0.999998065426022,16.4685306549072
"60","58","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",8477.639614426,534.70718758238,0.8477639614426,"Wet Alpine Heathland","tall",8477.63797167078,0,0,0,0,0,0,0,0,0,1220,10,5,3,10,1326,199.999999888241,274,86,"5",0.063072648980324,1,0.99999516552398,15.9667959213257
"61","59","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",10754.645998567,567.10364754878,1.0754645998567,"Alpine Peatland","moderate",10754.6468938791,0,0,0,0,0,0,0,0,0,1385,7,5,4,12,1367,498.622875807668,179,179,"5",0.0527310380671148,1,0.987039705132946,16.806640625
"62","60","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4083.00192982,329.24383428448,0.408300192982,"Wet Alpine Heathland","tall",4083.0013342619,0,0,0,0,0,0,0,0,0,1418,12,5,4,12,1367,192.44358360404,79,79,"5",0.0806376876483609,1,0.999997413377293,16.806640625
"63","61","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1673.591975331,187.19458630993,0.1673591975331,"Wet Alpine Heathland","tall",1673.59173126209,0,0,0,0,0,0,0,0,0,1389,10,5,3,10,1326,200,21,21,"5",0.11185198606901,1,0.999998886669986,15.9667978286743
"64","62","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1324.079192415,156.28167469843,0.1324079192415,"Wet Alpine Heathland","tall",1324.07899935428,0,0,0,0,0,0,0,0,0,1438,3,5,4,12,1367,407.697555902968,359,1,"5",0.118030458898298,1,0.999999127208843,16.806640625
"65","63","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1949.996192344,190.07611965861,0.1949996192344,"Wet Alpine Heathland","tall",1949.99534776609,0,0,0,0,0,0,0,0,0,1328,11,5,4,13,1367,725.000259935132,242,118,"5",0.0974751234924866,1,0.999998736299777,16.806640625
"66","64","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",4321.548912704,262.15358597795,0.4321548912704,"Alpine Peatland","moderate",4321.54828146083,0,0,0,0,0,0,0,0,0,1295,5,5,3,10,1326,271.328265630149,89,89,"5",0.0606619504426528,1,0.99999715693538,15.9667959213257
"67","65","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4467.32586614,380.33089282377,0.446732586614,"Wet Alpine Heathland","tall",4467.32521088396,0,0,0,0,0,0,0,0,0,1394,15,5,3.75,10.5,1346.5,242.786584629647,359,1,"5",0.0851361427887945,1,0.999997209716602,16.7532062530518
"68","66","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6251.240824491,342.17079909252,0.6251240824491,"Alpine Peatland","moderate",6251.24324407117,0,0,0,0,0,0,0,0,0,1429,7,5,4,12,1367,1425.1912585484,224,136,"5",0.0547364609202015,1,0.997110422556816,16.806640625
"69","67","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",6430.570028599,478.57785169733,0.6430570028599,"Wet Alpine Heathland","tall",6430.56907921342,0,0,0,0,0,0,0,0,0,1415,5,5,4,12,1367,1448.85196511481,134,134,"5",0.074422306198195,1,0.999996277375269,16.806640625
"70","68","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",22271.617457658,1443.62451813524,2.2271617457658,"Wet Alpine Heathland","tall",22271.6140354509,0,0,0,0,0,0,0,0,0,1376,11,5,4,12,1367,399.999999888241,242,118,"5",0.0648190245221213,1,0.999960833337182,16.806640625
"71","69","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3242.940781936,298.11034521146,0.3242940781936,"Wet Alpine Heathland","tall",3242.94030356836,0,0,0,0,0,0,0,0,0,1263,10,5,4,13,1367,477.509264104144,0,0,"5",0.0919259293515349,1,0.999997994688117,16.806640625
"72","70","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3866.550312065,380.98215449371,0.3866550312065,"Wet Alpine Heathland","tall",3866.54974015586,0,0,0,0,0,0,0,0,0,1415,3,5,4,12,1367,320.04917031657,242,118,"5",0.0985328325626364,1,0.999997664938021,16.806640625
"73","71","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1994.173159741,188.59987110752,0.1994173159741,"Wet Alpine Heathland","tall",1994.17246434824,0,0,0,0,0,0,0,0,0,1386,12,5,4,12,1367,171.964078859048,280,80,"5",0.0945754736424268,1,0.997691340807758,16.806640625
"74","72","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",24541.436951965,1260.32171266944,2.4541436951965,"Alpine Peatland","moderate",24541.4403381067,0,0,0,0,0,0,0,0,0,1250,6,5,4.5,13,1367,3127.0166583857,224,136,"5",0.0513548458933464,1,0.999988876014848,16.806640625
"75","73","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2597.475387264,239.776589446,0.2597475387264,"Wet Alpine Heathland","tall",2597.47500283366,0,0,0,0,0,0,0,0,0,1432,11,5,4,12,1367,479.042917755765,62,62,"5",0.0923113999931156,1,0.999998290509728,16.806640625
"76","74","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1981.376917869,182.06461304569,0.1981376917869,"Wet Alpine Heathland","tall",1981.3765133764,0,0,0,0,0,0,0,0,0,1425,15,5,3,10,1326,200.000000335276,56,56,"5",0.0918879247071795,1,0.999998668451284,15.966796875
"77","75","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",16604.645786449,690.63039302047,1.6604645786449,"Alpine Peatland","moderate",16604.6428274961,0,0,0,0,0,0,0,0,0,1405,9,5,4,12,1367,571.218003127459,145,145,"5",0.041592600161582,1,0.999991232958158,16.806640625
"78","76","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",540.19455865,86.48660669149,0.054019455865,"Wet Alpine Heathland","tall",540.194797222194,0,0,0,0,0,0,0,0,0,1372,7,5,4,12,1367,100.000000186265,261,99,"5",0.160102698752888,1,0.999999624671287,16.806640625
"79","77","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3583.395012934,253.0541742452,0.3583395012934,"Wet Alpine Heathland","tall",3583.39405014006,0,0,0,0,0,0,0,0,0,1275,8,5,4,12.5,1367,200,242,118,"5",0.0706185540058575,1,0.999997727333186,16.806640625
"80","78","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",831.745278522,118.9503456305,0.0831745278522,"Wet Alpine Heathland","tall",831.745154730694,0,0,0,0,0,0,0,0,0,1261,9,5,4,13,1367,292.98976108674,224,136,"5",0.14301294963991,1,0.999999454809413,16.806640625
"81","79","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",31929.60635482,1326.67002386188,3.192960635482,"Alpine Peatland","moderate",31929.6014896399,0,0,0,0,0,0,0,0,0,1433,7,5,4,12,1367,1223.14243506956,224,136,"5",0.0415498396415905,1,0.999985522858292,16.806640625
"82","80","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",7538.730774492,540.10631112897,0.7538730774492,"Alpine Peatland","moderate",7538.73123501397,0,0,0,0,0,0,0,0,0,1450,11,5,3,10,1326,200.000000149012,25,25,"5",0.071644196786609,1,0.999995732447145,15.966796875
"83","81","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4378.34493104,358.15814850597,0.437834493104,"Wet Alpine Heathland","tall",4378.34454985534,0,0,0,0,0,0,0,0,0,1453,4,5,4,12,1367,1817.51349077695,44,44,"5",0.0818021773403074,1,0.999997364420191,16.806640625
"84","82","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1756.891539901,173.22672735108,0.1756891539901,"Wet Alpine Heathland","tall",1756.89119455095,0,0,0,0,0,0,0,0,0,1425,12,5,4,12,1367,199.258984485673,314,46,"5",0.0985984185232295,1,0.999998823663158,16.806640625
