"","FID_bog","Geo_group","PLANT_COMM","SOURCE","AREA","PERIMETER","HECTARES","ALPINE_EVC","SHRUBBY","AreaBurnt_0","AreaBurnt_3","AreaBurnt_4","AreaBurnt_2","AreaBurnt_1","AreaBurnt_5","AreaMultiBurnt","PropMultiBurnt","MultiBurntBinary","TimesBurnt","Mean_elevation","Mean_slope","Exposure (5 = Lower; 6 = Higher)","Mean_annual_min_temp","Mean_annual_max_temp","Mean_annual_rainfall","Shape_Area","Aspect","ASPN","Exposure","PA_Ratio","PropTree","PropTreeBuffer","rain.anom.2019"
"2231","2219","Cobberas Unit","Bog","Tolsma edits",6289.375661224,342.82556729873,0.6289375661224,NA,"moderate",0,6289.37646632895,0,0,0,0,6289.37646632895,1,1,3,1340,1,6,2,12,1002,2855.40625999066,0,0,"6",0.0545086803150205,1,0.99999772351565,10.083984375
"2232","2220","Cobberas Unit","Bog","Tolsma edits",9810.81888628,584.06877946678,0.981081888628,NA,"moderate",0,0,0,0,9810.81765879301,0,0,0,0,1,1338,2,6,2,12,1002,5332.25798274143,0,0,"6",0.0595331323752775,1,0.992024990286777,10.083984375
"2233","2221","Cobberas Unit","Bog","Tolsma edits",3770.806507513,269.50085154452,0.3770806507513,NA,"moderate",0,739.138957727565,0,3031.66781638297,0,0,3770.80677411054,1,1,3,1344,5,6,2,12,1002,1616.93283415811,313,47,"6",0.0714703475258047,1,0.999998566743939,10.083984375
"2234","2222","Cobberas Unit","Bog","Tolsma edits",5322.279800206,291.12542111695,0.5322279800206,NA,"moderate",0,0,0,5322.28123678353,0,0,5322.28123678353,1,1,2,1332,7,6,2,14,1002,388.089580916473,268,92,"6",0.0546993829797678,1,0.999998035192592,10.083984375
"2235","2223","Cobberas Unit","Bog","Tolsma edits",27892.909435689,839.03984538016,2.7892909435689,NA,"moderate",0,27892.9130357627,0,0,0,0,27892.9130357627,1,1,3,1345,2,6,2,12,1002,7134.05115461893,358,2,"6",0.0300807575242261,1,0.999991737525023,10.083984375
"2236","2224","Cobberas Unit","Bog","Tolsma edits",9611.323933631,581.84917640663,0.9611323933631,NA,"moderate",0,0,0,9611.32588923783,0,0,9611.32588923783,1,1,2,1425,4,6,2,13,1002,1071.61283816097,358,2,"6",0.0605378801530849,1,0.99999686944642,10.083984375
"2237","2225","Cobberas Unit","Bog","Tolsma edits",5780.890474021,500.23966755274,0.5780890474021,NA,"moderate",0,0,0,5780.89144610309,0,0,5780.89144610309,1,1,2,1430,5,6,2,13,1002,1586.29299006159,294,66,"6",0.0865333238539615,1,0.999997965239426,10.083984375
"2238","2226","Cobberas Unit","Bog","Tolsma edits",14473.558087558,1026.08756936743,1.4473558087558,NA,"moderate",0,0,0,0,14473.5536220197,0,0,0,0,1,1361,4,6,2.4,13,1022,2066.81877567412,313,47,"6",0.0708939407407701,1,0.947273697721872,10.083984375
"2239","2227","Cobberas Unit","Bog","Tolsma edits",4479.515189528,325.4331372851,0.4479515189528,NA,"moderate",4479.51705941178,0,0,0,0,0,0,0,0,0,1349,6,6,2,12,1052,2674.65686688976,358,2,"6",0.0726491871365639,1,0.999998324062414,10.083984375
"2240","2228","Cobberas Unit","Bog","Tolsma edits",8016.687256351,391.1689215068,0.8016687256351,NA,"moderate",8016.68847182536,0,0,0,0,0,0,0,0,0,1186,5,6,2,12,1052,847.033456954706,178,178,"6",0.0487943347418109,1,0.999997190103924,10.083984375
"2241","2229","Cobberas Unit","Bog","Tolsma edits",16833.316678014,1045.48397031669,1.6833316678014,NA,"moderate",0,0,0,16833.3103346185,0,0,16833.3103346185,1,1,2,1200,5,6,3,14,957,2624.69221654908,358,2,"6",0.0621080200838969,1,0.999995259827742,7.5634765625
"2242","2230","Cobberas Unit","Bog","Tolsma edits",3345.241129108,279.70535939639,0.3345241129108,NA,"moderate",0,0,0,3345.24546503808,0,0,3345.24546503808,1,1,2,1219,4,6,3,14,957,338.365887163138,313,47,"6",0.083612914167109,1,0.999998820451628,7.5634765625
"2243","2231","Cobberas Unit","Bog","Tolsma edits",9723.640723683,1135.81687254252,0.9723640723683,NA,"moderate",0,0,0,0,9723.64831778774,0,0,0,0,1,1200,6,6,2.5,14,957,847.145504190144,358,2,"6",0.116809835412379,1,0.999997470550664,7.5634765625
"2244","2232","Cobberas Unit","Bog","Tolsma edits",15994.780532002,1506.49810846392,1.5994780532002,NA,"moderate",0,0,0,15994.7708547532,0,0,15994.7708547532,1,1,2,1228,4,6,2,14,957,738.08384226931,313,47,"6",0.0941868571094022,1,0.999996464749184,7.5634765625
"2245","2233","Cobberas Unit","Bog","Tolsma edits",2737.396440614,250.05570444003,0.2737396440614,NA,"moderate",0,0,0,2737.39705445188,0,0,2737.39705445188,1,1,2,1221,5,6,2,13,1045,625.214144906508,358,2,"6",0.0913480052541978,1,0.99999906621676,7.56347703933716
"2246","2234","Cobberas Unit","Bog","Tolsma edits",5222.60458976,499.5877862941,0.522260458976,NA,"moderate",0,0,0,5222.61332347181,0,0,5222.61332347181,1,1,2,1194,7,6,3,13.3333333333333,986.333333333333,260.669572252905,133,133,"6",0.0956587422439841,1,0.999998366700204,7.56347703933716
"2247","2235","Cobberas Unit","Bog","Tolsma edits",9814.957228243,624.59286588577,0.9814957228243,NA,"moderate",0,9814.95852105529,0,0,0,0,9814.95852105529,1,1,3,1280,6,6,2,14,871,2097.25929776918,196,164,"6",0.0636368403204524,1,0.999997978249977,6.72265625
"2248","2236","Cobberas Unit","Bog","Tolsma edits",5331.812668592,406.32527599178,0.5331812668592,NA,"moderate",0,5331.80973003599,0,0,0,0,5331.80973003599,1,1,3,1273,5,6,2,14,871,1973.4245628204,178,178,"6",0.0762077179465273,1,0.999998793144009,6.72265672683716
"2249","2237","Cobberas Unit","Bog","Tolsma edits",6149.867499292,348.46594662018,0.6149867499292,NA,"moderate",0,6149.86343235728,0,0,0,0,6149.86343235728,1,1,3,1253,8,6,2,14,871,2288.72095617919,223,137,"6",0.0566623503124737,1,0.999998611540421,6.72265625
"2250","2238","Cobberas Unit","Bog","Tolsma edits",5854.506053112,430.37180686539,0.5854506053112,NA,"moderate",0,5854.50563712936,0,0,0,0,5854.50563712936,1,1,3,1220,7,6,2,14,871,1368.28808654423,178,178,"6",0.0735112070875088,1,0.999998682840155,6.72265625
"2251","2239","Cobberas Unit","Bog","Tolsma edits",3255.904484034,293.91589681111,0.3255904484034,NA,"moderate",0,3255.90017933793,0,0,0,0,3255.90017933793,1,1,3,1271,8,6,2,14,871,809.070369693686,133,133,"6",0.0902716582296524,1,0.999999201385025,6.72265625
"2252","2240","Cobberas Unit","Bog","Tolsma edits",8062.248411357,683.70666709312,0.8062248411357,NA,"moderate",0,8062.2470921447,0,0,0,0,8062.2470921447,1,1,3,1246,8,6,2,14,871,463.8193852399,144,144,"6",0.0848034732010995,1,0.999998406526934,6.72265672683716
"2253","2241","Cobberas Unit","Bog","Tolsma edits",2412.712000221,252.98711632564,0.2412712000221,NA,"moderate",0,2412.71176809275,0,0,0,0,2412.71176809275,1,1,3,1225,10,6,2,14,871,267.732798370172,151,151,"6",0.104855911647336,1,0.999999402127794,6.72265625
"2254","2242","Cobberas Unit","Bog","Tolsma edits",2199.162239015,254.84107114999,0.2199162239015,NA,"tall",0,930.227382218085,1263.98248591593,0,0,4.95180855539459,2199.16167668941,1,1,5,1203,4,6,2,14,871,882.355916536197,358,2,"6",0.115880978051048,1,0.999999468191898,6.72265625
"2255","2243","Cobberas Unit","Bog","Tolsma edits",5162.762027726,432.83335344049,0.5162762027726,NA,"moderate",0,0,5162.76000844149,0,0,0,5162.76000844149,1,1,4,1206,4,6,2,14,871,2155.68044690147,88,88,"6",0.0838375565474469,1,0.99999883053553,6.72265625
"2256","2244","Cobberas Unit","Bog","Tolsma edits",10824.143471062,749.70490510421,1.0824143471062,NA,"moderate",0,5495.19590342259,5328.93861587205,0,0,0,10824.1345192946,1,1,4,1198,5,6,2,14,871,924.250422029694,294,66,"6",0.0692622845501376,1,0.999997797087883,6.72265625
"2257","2245","Cobberas Unit","Bog","Tolsma edits",4547.79252319,333.30705647254,0.454779252319,NA,"moderate",0,4547.79331993439,0,0,0,0,4547.79331993439,1,1,3,1213,3,6,2,14,871,1616.6837585253,268,92,"6",0.073289855412917,1,0.99999893192315,6.72265672683716
"2258","2246","Cobberas Unit","Bog","Tolsma edits",6833.286274925,566.42937862205,0.6833286274925,NA,"tall",0,6292.03695112625,541.247036915544,0,0,0,6833.2839880418,1,1,4,1187,5,6,2,14,871,1156.1125120327,43,43,"6",0.0828926750369853,1,0.99999851214718,6.72265625
"2259","2247","Cobberas Unit","Bog","Tolsma edits",5413.823531449,513.64287439085,0.5413823531449,NA,"tall",0,3057.47815702003,2335.84198568488,20.4987184887819,0,0,5413.8188611937,1,1,4,1202,4,6,2,14,871,368.34617382306,358,2,"6",0.0948761760347542,1,0.999998782298171,6.72265625
"2260","2248","Cobberas Unit","Bog","Tolsma edits",2302.334814679,217.90320135266,0.2302334814679,NA,"tall",0,916.771027005434,1385.56525135946,0,0,0,2302.33627836489,1,1,4,1196,3,6,2,14,871,1192.14310678996,43,43,"6",0.0946444452663332,1,0.999999407446329,6.72265625
"2261","2249","Cobberas Unit","Bog","Tolsma edits",5388.219464228,573.9646564363,0.5388219464228,NA,"moderate",0,1893.93353410975,3474.24333072656,0,0,20.0455288823299,5388.22239371864,1,1,5,1199,3,6,2,14,871,341.330093963475,331,29,"6",0.106522137831766,1,0.999998844298103,6.72265625
"2262","2250","Cobberas Unit","Bog","Tolsma edits",4649.097776175,393.44860738616,0.4649097776175,NA,"moderate",0,0,4649.09377452654,0,0,0,4649.09377452654,1,1,4,1220,3,6,2,14,871,1063.2740128428,358,2,"6",0.0846290240232087,1,0.999998964223707,6.72265625
"2263","2251","Cobberas Unit","Bog","Tolsma edits",7421.700297862,485.55324085589,0.7421700297862,NA,"moderate",0,0,7415.4571320785,0,0,6.24449774788143,7421.70162982638,1,1,5,1209,4,6,2,14,871,2404.40958337149,313,47,"6",0.0654234503373527,1,0.999998404476414,6.72265672683716
"2264","2252","Cobberas Unit","Bog","Tolsma edits",3721.28164959,424.38216004225,0.372128164959,NA,"moderate",0,3721.28039301578,0,0,0,0,3721.28039301578,1,1,3,982,15,6,2,14,901,199.999999962747,37,37,"6",0.114041935011559,1,0.999999075284672,6.72265672683716
"2265","2253","Cobberas Unit","Bog","Tolsma edits",14447.893922329,1376.22162781322,1.4447893922329,NA,"moderate",0,0,0,0,14447.8949425971,0,0,0,0,1,1444,6,6,2,12,1213,1434.69316349123,313,47,"6",0.0952541342850179,1,0.99999652456486,8.4033203125
"2266","2254","Cobberas Unit","Bog","Tolsma edits",9844.942691326,449.89873745476,0.9844942691326,NA,"moderate",0,0,0,0,9844.93778989002,0,0,0,0,1,1518,4,6,2,11,1213,2359.09724928186,43,43,"6",0.0456984617951254,1,0.999996956857575,8.4033203125
"2267","2255","Cobberas Unit","Bog","Tolsma edits",1958.120591015,185.09150710271,0.1958120591015,NA,"moderate",0,0,0,0,1958.12007257927,0,0,0,0,1,1517,2,6,2,11,1213,728.390660319879,0,0,"6",0.0945250808106599,1,0.999999329627008,8.4033203125
"2268","2256","Cobberas Unit","Bog","Tolsma edits",7272.861831427,412.53956516756,0.7272861831427,NA,"moderate",0,0,0,0,7272.85847511267,0,0,0,0,1,1511,4,6,2,11,1213,595.263951758756,88,88,"6",0.0567231407291311,1,0.999997791966245,8.4033203125
"2269","2257","Cobberas Unit","Bog","Tolsma edits",5904.623814911,483.24271061131,0.5904623814911,NA,"tall",0,0,0,0,5904.62659813338,0,0,0,0,1,1460,7,6,1,11,1091,823.901634550774,133,133,"6",0.0818414052714032,1,0.99999827024473,6.72265625
"2270","2258","Cobberas Unit","Bog","Tolsma edits",38100.913241573,2332.01136092688,3.8100913241573,NA,"tall",0,0,0,34572.2719229832,3528.64424956611,0,34572.2719229832,0.907386892388997,1,2,1320,6,6,2,12.5,1091,3160.9612565113,43,43,"6",0.061206180181066,1,0.999993145125366,6.72265625
"2271","2259","Cobberas Unit","Bog","Tolsma edits",10586.925905168,747.96874822864,1.0586925905168,NA,"tall",0,0,0,6466.62845381518,4120.2919479237,0,6466.62845381518,0.610812985120116,1,2,1304,6,6,1,11,1091,1867.58942811631,223,137,"6",0.0706502298144469,1,0.99999735055558,6.72265577316284
"2272","2260","Cobberas Unit","Bog","Tolsma edits",15512.593278689,1157.88803708889,1.5512593278689,NA,"tall",0,0,0,15512.5959892311,0,0,15512.5959892311,1,1,2,1311,4,6,1,11,1091,891.618610456488,313,47,"6",0.0746418098049139,1,0.999996382744749,6.72265672683716
"2273","2261","Cobberas Unit","Bog","Tolsma edits",63191.237631686,2735.814928961,6.3191237631686,NA,"tall",0,0,0,63192.2047533386,0,0,63192.2047533386,1,1,2,1266,7,6,3,14,1091,1902.30913687497,358,2,"6",0.043294213430458,1,0.974940308026188,6.72265672683716
"2274","2262","Cobberas Unit","Bog","Tolsma edits",76467.261312149,2128.87675358144,7.6467261312149,NA,"tall",0,0,0,76467.2625686029,0,0,76467.2625686029,1,1,2,1284,4,6,3,14,1091,2937.63763359007,133,133,"6",0.0278403687676363,0.869782306432886,0.977812751344407,6.72265625
"2275","2263","Cobberas Unit","Bog","Tolsma edits",8502.02955623,616.53591591724,0.850202955623,NA,"tall",0,0,0,8502.02856960422,0,0,8502.02856960422,1,1,2,1269,5,6,3,14,1091,1010.04558137401,178,178,"6",0.0725163223486401,1,0.999997845295335,6.72265625
"2276","2264","Cobberas Unit","Bog","Tolsma edits",2237.120343372,249.08990874627,0.2237120343372,NA,"tall",0,0,0,2237.12116997036,0,0,2237.12116997036,1,1,2,1299,6,6,3,14,996,300.000000409782,294,66,"6",0.111343991611474,1,0.999999323396919,6.72265625
"2277","2265","Cobberas Unit","Bog","Tolsma edits",4449.06942457,279.97007457542,0.444906942457,NA,"tall",0,4449.07131251531,0,0,0,0,4449.07131251531,1,1,3,1346,7,6,3,14,901,581.694087435888,211,149,"6",0.0629277828368522,1,0.999998661805484,6.72265625
"2278","2266","Cobberas Unit","Bog","Tolsma edits",20088.105479896,1129.51628888962,2.0088105479896,NA,"moderate",0,0,20088.0971105791,0,0,0,20088.0971105791,1,1,4,1174,6,6,2.33333333333333,13.6666666666667,871,1598.92293840608,133,133,"6",0.0562281141952401,1,0.999996597077279,6.72265625
"2279","2267","Cobberas Unit","Bog","Tolsma edits",8279.10635066,581.73179543122,0.827910635066,NA,"moderate",0,0,6371.56912213282,0,0,1907.54676525207,8279.11588738489,1,1,5,1162,6,6,2.5,13,871,848.115455275352,43,43,"6",0.0702650468289787,1,0.999998304789966,6.72265625
"2280","2268","Cobberas Unit","Bog","Tolsma edits",4580.371676326,412.28799313544,0.4580371676326,NA,"moderate",0,1366.4255527289,3115.54381864579,0,0,98.4062324939825,4580.37560386867,1,1,5,1191,4,6,3,14,871,832.51862389774,223,137,"6",0.0900119078253806,1,0.999998984226412,6.72265625
"2281","2269","Cobberas Unit","Bog","Tolsma edits",12387.960754275,553.6000874134,1.2387960754275,NA,"tall",0,0,12200.6033651741,0,0,187.364393676586,12387.9677588507,1,1,5,1157,9,6,3,15,768,2495.65033896729,223,137,"6",0.0446885567685026,1,0.999997348480169,6.72265625
"2282","2270","Cobberas Unit","Bog","Tolsma edits",4552.890148193,354.19777297683,0.4552890148193,NA,"moderate",0,1630.8855564063,2795.93201700513,0,0,126.074644416041,4552.89221782748,1,1,5,1076,2,6,3,15,768,433.617653465341,88,88,"6",0.0777962484153956,1,0.999998974135755,6.72265625
"2283","2271","Cobberas Unit","Bog","Tolsma edits",2680.368823856,243.15405585192,0.2680368823856,NA,"moderate",0,0,0,2680.36816340527,0,0,2680.36816340527,1,1,2,1536,7,6,1,12,952,576.197845146469,294,66,"6",0.0907166408174069,1,0.999999161686337,6.72265625
"2284","2272","Cobberas Unit","Bog","Tolsma edits",5903.180445194,308.39734943632,0.5903180445194,NA,"moderate",0,5837.27010920263,65.9144414095601,0,0,0,5903.18455061219,1,1,4,974,2,6,3,15,709,2675.01037703825,133,133,"6",0.0522425753878823,1,0.98030286256251,5.0419921875
"2285","2273","Cobberas Unit","Bog","Tolsma edits",1103.354272008,130.58174472107,0.1103354272008,NA,"moderate",0,0,0,0,0,1103.35460191722,1103.35460191722,1,1,5,1132,3,6,3,15,808,596.847193812019,88,88,"6",0.118349788489443,1,0.999999737310701,8.4033203125
"2286","2274","Cobberas Unit","Bog","Tolsma edits",3349.740400568,358.50739923093,0.3349740400568,NA,"moderate",0,0,0,0,0,3349.7401832824,3349.7401832824,1,1,5,1096,2,6,3,14,808,923.90762196239,178,178,"6",0.107025427752592,1,0.999999279008623,8.4033203125
"2287","2275","Cobberas Unit","Bog","Tolsma edits",12518.500218332,600.33737453186,1.2518500218332,NA,"moderate",0,0,0,12518.5018102872,0,0,12518.5018102872,1,1,2,1350,4,6,2,13,902,1389.78289523527,178,178,"6",0.0479560142238709,1,0.999996800106339,7.5634765625
"2288","2276","Cobberas Unit","Bog","Tolsma edits",23535.179726869,1000.42737183137,2.3535179726869,NA,"moderate",0,0,0,0,23535.1965054013,0,0,0,0,1,1268,3,6,2,12.5,1102,2584.41624228126,313,47,"6",0.0425077430230639,1,0.999994353542557,9.244140625
"2289","2277","Cobberas Unit","Bog","Tolsma edits",12680.638180478,912.6620315157,1.2680638180478,NA,"moderate",0,0,0,0,12680.6465774669,0,0,0,0,1,1300,5,6,2,13,1138,1633.0937676402,133,133,"6",0.0719728785354632,1,0.98856756861549,8.4033203125
"2290","2278","Cobberas Unit","Bog","Tolsma edits",17733.949041516,1276.6889214689,1.7733949041516,NA,"moderate",0,0,0,0,17733.9529850665,0,0,0,0,1,1294,2,6,2,13,1138,6044.51389706532,0,0,"6",0.0719912366095172,1,0.999995967548001,8.4033203125
"2291","2279","Bogong Unit","Bog","Tolsma edits",18493.689622313,1010.87847330808,1.8493689622313,NA,"tall",0,18445.7698851822,0,47.9192623875612,0,0,18493.6891475698,1,1,3,1387,6,6,3,12,1385,2084.97933457607,268,92,"6",0.0546607244932042,1,0.999992704015081,2.521484375
"2292","2280","Bogong Unit","Bog","Tolsma edits",6859.577839009,478.45430218661,0.6859577839009,NA,"tall",0,0,0,6859.57300570798,0,0,6859.57300570798,1,1,2,1314,3,6,4,16,1189,3184.81523835133,0,0,"6",0.0697498174691946,1,0.999996715303028,1.6806640625
"2293","2281","Bogong Unit","Bog","Tolsma edits",7450.24183242,423.53859640337,0.745024183242,NA,"tall",0,0,0,7450.23570041796,0,0,7450.23570041796,1,1,2,1303,5,6,4.5,16.5,1111,399.999999813735,62,62,"6",0.0568489729501566,1,0.999996353236441,1.50866973400116
"2294","2282","Bogong Unit","Bog","Tolsma edits",6138.967767686,331.01911502899,0.6138967767686,NA,"tall",0,0,0,6138.96136175801,0,0,6138.96136175801,1,1,2,1289,4,6,4,16,1189,789.140136367258,223,137,"6",0.0539209729641182,1,0.999996888172163,1.6806640625
"2295","2283","Bogong Unit","Bog","Tolsma edits",63856.684288204,3198.25929661449,6.3856684288204,NA,"tall",0,5432.28638077093,53149.0618601185,5275.3484984964,0,0,63856.6967393859,1,1,4,1237,7,6,4.5,16.5,1189,3838.92167154546,88,88,"6",0.0500849571546779,1,0.999982958799302,1.6806640625
"2296","2284","Bogong Unit","Bog","Tolsma edits",7310.038057543,609.44644900861,0.7310038057543,NA,"moderate",0,0,0,0,0,7310.0334734289,7310.0334734289,1,1,5,1062,15,6,4,16,961.5,199.999999850988,285,75,"6",0.0833711732019974,1,0.852256312089485,5.74280214309692
"2297","2285","Bogong Unit","Bog","Tolsma edits",20481.360734701,1092.1071445418,2.0481360734701,NA,"tall",0,0,0,1434.42943989534,19046.932089815,0,1434.42943989534,0.0700358439459483,1,2,1286,4,6,3,13,1184,2581.00303780648,133,133,"6",0.0533220013400513,1,0.904933478922894,2.52148461341858
"2298","2286","Bogong Unit","Bog","Tolsma edits",11099.153885648,457.46783168542,1.1099153885648,NA,"tall",0,0,0,11099.1554227069,0,0,11099.1554227069,1,1,2,1312,8,6,3,13,1393,2058.12184463073,223,137,"6",0.0412164599570926,1,0.99999472509303,2.521484375
"2299","2287","Bogong Unit","Bog","Tolsma edits",150325.059695363,3957.93033184989,15.0325059695363,NA,"tall",119634.120274208,0,0,0,30690.9572782593,0,0,0,0,1,1311,4,6,3,12,1393,3066.12032062402,178,178,"6",0.0263291452527657,0.418229092278422,0.888565125499768,2.521484375
"2300","2288","Bogong Unit","Bog","Tolsma edits",16349.790395319,1161.27147836941,1.6349790395319,NA,"tall",0,0,0,0,16349.7880570021,0,0,0,0,1,1545,5,6,2,11,1586,1558.87664737223,0,0,"6",0.0710266890456214,1,0.926682584982479,5.0419921875
"2301","2289","Bogong Unit","Bog","Tolsma edits",6530.709461898,664.18894577399,0.6530709461898,NA,"tall",0,0,0,0,6530.71416133915,0,0,0,0,1,1552,7,6,2,11,1354,546.872736680864,178,178,"6",0.101702418343528,1,0.999997090197878,2.521484375
"2302","2290","Bogong Unit","Bog","Tolsma edits",4851.784303159,273.59395543219,0.4851784303159,NA,"tall",0,0,0,0,4851.7848119566,0,0,0,0,1,1535,4,6,2,11,1354,2858.71599378353,223,137,"6",0.0563903789486381,1,0.999997376256211,2.521484375
"2303","2291","Bogong Unit","Bog","Tolsma edits",2288.9408198,213.47763969144,0.22889408198,NA,"tall",0,2288.94180686923,0,0,0,0,2288.94180686923,1,1,3,1376,6,6,3,12,1354,312.453378707233,223,137,"6",0.0932648139457327,1,0.999998761566391,2.521484375
"2304","2292","Bogong Unit","Bog","Tolsma edits",3637.809130758,340.62059620546,0.3637809130758,NA,"tall",0,3637.81043635082,0,0,0,0,3637.81043635082,1,1,3,1383,2,6,3,12,1354,1971.34959128796,223,137,"6",0.0936334436365786,1,0.999998081672615,2.521484375
"2305","2293","Bogong Unit","Bog","Tolsma edits",46407.529775679,1018.53126323509,4.6407529775679,NA,"moderate",0,0,0,46407.5370120115,0,0,46407.5370120115,1,1,2,1618,2,6,2,10,1419,10306.9729948899,0,0,"6",0.0219475431715152,0.241374273120709,0.664950154711413,2.521484375
"2306","2294","Bogong Unit","Bog","Tolsma edits",25360.192723513,889.2662771695,2.5360192723513,NA,"moderate",0,0,0,0,25360.1893758608,0,0,0,0,1,1660,8,6,2,11,1684,7463.16911450052,268,92,"6",0.0350654384556394,0.28174267822877,0.854543812001768,6.72265625
"2307","2295","Bogong Unit","Bog","Tolsma edits",5919.54285264,303.94100156665,0.591954285264,NA,"moderate",0,0,0,0,5919.54591594342,0,0,0,0,1,1678,6,6,2,11,1684,999.999999776483,242,118,"6",0.0513453503307436,1,0.752512176547745,6.72265625
"2308","2296","Bogong Unit","Bog","Tolsma edits",6100.813497011,473.77214329642,0.6100813497011,NA,"moderate",0,0,0,0,6100.8115533373,0,0,0,0,1,1674,7,6,2,11,1684,502.385895005472,268,92,"6",0.0776572080966804,1,0.862461578656602,6.72265625
"2309","2297","Bogong Unit","Bog","Tolsma edits",5143.308160218,722.53853220304,0.5143308160218,NA,"moderate",0,0,0,5143.31502185368,0,0,5143.31502185368,1,1,2,1605,7,6,2,10,1586,712.220364482798,223,137,"6",0.14048128358158,1,0.999997596437513,5.0419921875
"2310","2298","Bogong Unit","Bog","Tolsma edits",10628.928025246,478.92993370848,1.0628928025246,NA,"moderate",0,0,0,0,10628.926378656,0,0,0,0,1,1673,15,6,3,13,1747,511.578527687109,178,178,"6",0.0450591002752976,1,0.879192890007601,9.244140625
"2311","2299","Bogong Unit","Bog","Tolsma edits",9491.095315278,416.02181348893,0.9491095315278,NA,"moderate",0,9491.0988700519,0,0,0,0,9491.0988700519,1,1,3,1206,6,6,5,17,1001,1597.91705747713,358,2,"6",0.0438328559211972,1,0.999995519317101,10.083984375
"2312","2300","Bogong Unit","Bog","Tolsma edits",13058.941005856,864.39555962018,1.3058941005856,NA,"moderate",0,13058.9429376158,0,0,0,0,13058.9429376158,1,1,3,1229,9,6,5,16,1360,499.999998919666,302,58,"6",0.0661918573054707,1,0.999994953556804,13.4453125
"2313","2301","Bogong Unit","Bog","Tolsma edits",9801.156217,586.70113913168,0.9801156217,NA,"moderate",0,0,0,9801.15519892949,0,0,9801.15519892949,1,1,2,1413,14,6,4,15,1360,467.161750763907,223,137,"6",0.0598604007672129,1,0.999995580203602,13.4453125
"2314","2302","Bogong Unit","Bog","Tolsma edits",7726.296763569,539.08179684881,0.7726296763569,NA,"moderate",0,0,0,7726.28775213182,0,0,7726.28775213182,1,1,2,1418,7,6,4,15,1360,436.164278466207,178,178,"6",0.069772338980129,1,0.999996544789663,13.4453125
"2315","2303","Bogong Unit","Bog","Tolsma edits",14805.565137118,708.66179162546,1.4805565137118,NA,"moderate",0,0,0,14805.5635960605,0,0,14805.5635960605,1,1,2,1574,7,6,2,10,1747,999.999999552965,9,9,"6",0.047864555325134,1,0.947930427326508,9.244140625
"2316","2304","Bogong Unit","Bog","Tolsma edits",5186.664847724,326.85845708328,0.5186664847724,NA,"moderate",0,0,0,5186.66371708142,0,0,5186.66371708142,1,1,2,1543,10,6,2,10,1747,351.857546631681,290,70,"6",0.0630190048286446,1,0.948887157238501,9.244140625
"2317","2305","Bogong Unit","Bog","Tolsma edits",18513.338002384,850.16880637337,1.8513338002384,NA,"moderate",0,0,0,0,18513.339579333,0,0,0,0,1,1515,9,6,2.5,11.3333333333333,1669.66666666667,1050.92710780987,133,133,"6",0.045921962115308,1,0.964671661677018,8.47695541381836
"2318","2306","Bogong Unit","Bog","Tolsma edits",12581.591382682,487.34301238291,1.2581591382682,NA,"moderate",0,0,0,12581.5878861696,0,0,12581.5878861696,1,1,2,1469,4,6,3,12,1443,2868.45959695986,358,2,"6",0.0387346081715637,1,0.972739918564693,6.72265625
"2319","2307","Bogong Unit","Bog","Tolsma edits",3495.251761466,253.71169557728,0.3495251761466,NA,"moderate",0,0,0,3495.25482283397,0,0,3495.25482283397,1,1,2,1495,2,6,3,12,1443,1021.62371750015,358,2,"6",0.0725875309968707,1,0.989860123432041,6.72265625
"2320","2308","Bogong Unit","Bog","Tolsma edits",11560.806883067,394.09391585413,1.1560806883067,NA,"moderate",0,0,0,11560.7998415484,0,0,11560.7998415484,1,1,2,1490,3,6,3,12,1443,1826.31416723592,223,137,"6",0.0340887898085518,1,0.986997138486843,6.72265625
"2321","2309","Bogong Unit","Bog","Tolsma edits",5241.440956235,300.5595310299,0.5241440956235,NA,"moderate",0,0,0,5241.44183884308,0,0,5241.44183884308,1,1,2,1494,5,6,3,12,1443,353.396774971496,192,168,"6",0.0573429203036937,1,0.999997357207234,6.72265625
"2322","2310","Bogong Unit","Bog","Tolsma edits",5863.085825425,498.48666618447,0.5863085825425,NA,"moderate",0,0,0,5863.08265103855,0,0,5863.08265103855,1,1,2,1362,6,6,3,13,1404,1702.73353768264,133,133,"6",0.0850212125537726,1,0.999997351829896,6.72265625
"2323","2311","Bogong Unit","Bog","Tolsma edits",12352.239694715,812.25833432112,1.2352239694715,NA,"moderate",0,0,0,12352.2432817911,0,0,12352.2432817911,1,1,2,1428,4,6,3,13,1404,3655.90898819832,88,88,"6",0.065757980285037,1,0.999994577979697,6.72265625
"2324","2312","Bogong Unit","Bog","Tolsma edits",2465.013602406,200.5352697631,0.2465013602406,NA,"moderate",0,0,0,2465.01477404489,0,0,2465.01477404489,1,1,2,1406,11,6,2,12,1404,200,223,137,"6",0.0813526016924879,1,0.999998674228847,6.72265625
"2325","2313","Bogong Unit","Bog","Tolsma edits",9012.616988331,504.77104219349,0.9012616988331,NA,"moderate",0,0,0,9012.61334788208,0,0,9012.61334788208,1,1,2,1389,8,6,2,12.5,1404,1430.63736737948,268,92,"6",0.0560071556182891,1,0.999995824425042,6.72265625
